,human_protein,jaccard_similarity
153,A8MXD5,0.0
154,A8MXV4,0.1
155,A8MYU2,0.0
156,A8MZ59,0.3333333333333333
157,A8TX70,0.0
158,A9QM74,0.09090909090909091
159,A9UHW6,0.1111111111111111
160,A9YTQ3,0.3125
161,B0I1T2,0.05263157894736842
162,B0L3A2,0.0
163,B0YJ81,0.14285714285714285
164,B1AK53,0.05
165,B2RTY4,0.038461538461538464
166,B2RUY7,0.0
167,B2RUZ4,0.0
168,B2RXF5,0.25
169,B2RXH2,0.058823529411764705
170,B3KU38,0.06666666666666667
171,B6A8C7,0.058823529411764705
172,B7U540,0.0
173,B7ZAQ6,0.0
174,C4AMC7,0.03225806451612903
175,C9JE40,0.125
176,C9JLW8,0.16666666666666666
177,C9JR72,0.06666666666666667
178,C9JRZ8,0.10526315789473684
179,D3W0D1,0.0
180,D6RGH6,0.09523809523809523
181,E0CX11,0.05
182,F5H094,0.0
183,G2XKQ0,0.0625
184,H0YL14,0.14285714285714285
185,H3BV60,0.0
186,K7EJ46,0.0625
187,K9M1U5,0.05263157894736842
188,L0R8F8,0.0625
189,M0R2J8,0.1111111111111111
190,O00115,0.0
191,O00116,0.1111111111111111
192,O00124,0.0
193,O00139,0.11428571428571428
194,O00141,0.1016949152542373
195,O00142,0.15
196,O00144,0.06382978723404255
197,O00148,0.18181818181818182
198,O00151,0.03125
199,O00154,0.125
200,O00155,0.08333333333333333
201,O00159,0.06
202,O00160,0.15
203,O00161,0.09090909090909091
204,O00165,0.05555555555555555
205,O00167,0.038461538461538464
206,O00168,0.0
207,O00170,0.08695652173913043
208,O00175,0.0
209,O00178,0.041666666666666664
210,O00180,0.05555555555555555
211,O00182,0.046875
212,O00186,0.027777777777777776
213,O00187,0.0
214,O00189,0.03333333333333333
215,O00192,0.11764705882352941
216,O00194,0.058823529411764705
217,O00198,0.06666666666666667
218,O00203,0.019230769230769232
219,O00204,0.16666666666666666
220,O00206,0.008771929824561403
221,O00212,0.13043478260869565
222,O00213,0.10810810810810811
223,O00214,0.1111111111111111
224,O00217,0.05
225,O00219,0.13636363636363635
226,O00220,0.03571428571428571
227,O00221,0.07692307692307693
228,O00222,0.0
229,O00231,0.08695652173913043
230,O00232,0.09523809523809523
231,O00233,0.16666666666666666
232,O00237,0.05263157894736842
233,O00238,0.0392156862745098
234,O00241,0.0625
235,O00244,0.05555555555555555
236,O00253,0.0
237,O00254,0.043478260869565216
238,O00255,0.08333333333333333
239,O00257,0.06896551724137931
240,O00258,0.0625
241,O00264,0.0
242,O00267,0.08333333333333333
243,O00268,0.06666666666666667
244,O00270,0.05
245,O00273,0.08333333333333333
246,O00287,0.3076923076923077
247,O00291,0.05660377358490566
248,O00292,0.0
249,O00294,0.0
250,O00299,0.1
251,O00300,0.0
252,O00303,0.08333333333333333
253,O00305,0.025
254,O00308,0.05405405405405406
255,O00311,0.225
256,O00321,0.16666666666666666
257,O00322,0.125
258,O00327,0.05660377358490566
259,O00329,0.057692307692307696
260,O00330,0.0625
261,O00337,0.03571428571428571
262,O00338,0.11764705882352941
263,O00339,0.0
264,O00341,0.043478260869565216
265,O00358,0.17857142857142858
266,O00370,0.058823529411764705
267,O00391,0.0
268,O00399,0.06666666666666667
269,O00400,0.2857142857142857
270,O00401,0.05
271,O00408,0.07142857142857142
272,O00409,0.05555555555555555
273,O00410,0.19230769230769232
274,O00411,0.034482758620689655
275,O00418,0.058823529411764705
276,O00421,0.08695652173913043
277,O00422,0.13043478260869565
278,O00423,0.043478260869565216
279,O00425,0.125
280,O00429,0.12
281,O00442,0.13333333333333333
282,O00443,0.07894736842105263
283,O00444,0.1111111111111111
284,O00445,0.0
285,O00451,0.0
286,O00453,0.1
287,O00459,0.05714285714285714
288,O00461,0.0
289,O00462,0.0
290,O00463,0.09375
291,O00468,0.029411764705882353
292,O00469,0.041666666666666664
293,O00470,0.06451612903225806
294,O00471,0.17391304347826086
295,O00472,0.0
296,O00476,0.06896551724137931
297,O00478,0.05
298,O00481,0.0
299,O00482,0.05
300,O00483,0.11764705882352941
301,O00487,0.0967741935483871
302,O00488,0.1875
303,O00499,0.045454545454545456
304,O00501,0.046511627906976744
305,O00505,0.09523809523809523
306,O00506,0.038461538461538464
307,O00507,0.14285714285714285
308,O00512,0.045454545454545456
309,O00519,0.04
310,O00522,0.034482758620689655
311,O00526,0.07692307692307693
312,O00533,0.0
313,O00541,0.13636363636363635
314,O00548,0.0
315,O00555,0.12
316,O00559,0.0
317,O00560,0.06666666666666667
318,O00562,0.06451612903225806
319,O00566,0.1
320,O00567,0.08695652173913043
321,O00571,0.09411764705882353
322,O00574,0.043478260869565216
323,O00584,0.043478260869565216
324,O00585,0.0
325,O00587,0.05555555555555555
326,O00590,0.07407407407407407
327,O00591,0.0
328,O00592,0.030303030303030304
329,O00602,0.02857142857142857
330,O00622,0.0
331,O00623,0.037037037037037035
332,O00624,0.125
333,O00625,0.23529411764705882
334,O00626,0.0
335,O00628,0.043478260869565216
336,O00629,0.15
337,O00631,0.0
338,O00635,0.12
339,O00712,0.11538461538461539
340,O00716,0.1
341,O00743,0.36363636363636365
342,O00744,0.0
343,O00746,0.09523809523809523
344,O00748,0.0
345,O00750,0.12
346,O00754,0.04
347,O00755,0.0
348,O00757,0.3333333333333333
349,O00762,0.12903225806451613
350,O00763,0.07894736842105263
351,O00764,0.11538461538461539
352,O00767,0.15789473684210525
353,O14490,0.0
354,O14492,0.03333333333333333
355,O14493,0.0
356,O14494,0.06451612903225806
357,O14495,0.06818181818181818
358,O14497,0.125
359,O14503,0.09375
360,O14508,0.05714285714285714
361,O14511,0.0
362,O14512,0.08333333333333333
363,O14513,0.0
364,O14514,0.022222222222222223
365,O14519,0.16666666666666666
366,O14520,0.05
367,O14521,0.09090909090909091
368,O14522,0.024390243902439025
369,O14523,0.0
370,O14524,0.0
371,O14525,0.0
372,O14526,0.10526315789473684
373,O14529,0.21739130434782608
374,O14530,0.21428571428571427
375,O14531,0.07692307692307693
376,O14543,0.0
377,O14544,0.047619047619047616
378,O14548,0.11764705882352941
379,O14556,0.11764705882352941
380,O14558,0.18181818181818182
381,O14559,0.0
382,O14561,0.1111111111111111
383,O14569,0.11764705882352941
384,O14576,0.11538461538461539
385,O14578,0.06521739130434782
386,O14579,0.045454545454545456
387,O14593,0.1111111111111111
388,O14594,0.047619047619047616
389,O14595,0.043478260869565216
390,O14607,0.0
391,O14610,0.0
392,O14613,0.07407407407407407
393,O14617,0.0
394,O14618,0.23529411764705882
395,O14625,0.0
396,O14627,0.17391304347826086
397,O14628,0.15384615384615385
398,O14633,0.0
399,O14638,0.02857142857142857
400,O14639,0.047619047619047616
401,O14640,0.029850746268656716
402,O14641,0.09523809523809523
403,O14645,0.04
404,O14646,0.2608695652173913
405,O14647,0.11538461538461539
406,O14649,0.0625
407,O14653,0.041666666666666664
408,O14654,0.0
409,O14656,0.0425531914893617
410,O14657,0.09090909090909091
411,O14662,0.03225806451612903
412,O14669,0.0
413,O14672,0.04285714285714286
414,O14678,0.07142857142857142
415,O14681,0.3333333333333333
416,O14682,0.09090909090909091
417,O14684,0.07692307692307693
418,O14686,0.15384615384615385
419,O14713,0.031746031746031744
420,O14717,0.1111111111111111
421,O14727,0.075
422,O14730,0.020833333333333332
423,O14732,0.13636363636363635
424,O14733,0.10256410256410256
425,O14734,0.034482758620689655
426,O14735,0.13333333333333333
427,O14737,0.14285714285714285
428,O14744,0.05454545454545454
429,O14745,0.0
430,O14746,0.04285714285714286
431,O14756,0.0
432,O14757,0.10606060606060606
433,O14763,0.0
434,O14764,0.041666666666666664
435,O14770,0.0625
436,O14771,0.36363636363636365
437,O14772,0.06666666666666667
438,O14773,0.02702702702702703
439,O14775,0.10714285714285714
440,O14776,0.12
441,O14777,0.07894736842105263
442,O14782,0.1
443,O14786,0.0
444,O14787,0.14285714285714285
445,O14788,0.03636363636363636
446,O14791,0.0
447,O14792,0.0
448,O14793,0.0
449,O14795,0.02631578947368421
450,O14796,0.0625
451,O14798,0.13333333333333333
452,O14802,0.2962962962962963
453,O14804,0.05555555555555555
454,O14807,0.0
455,O14810,0.03571428571428571
456,O14813,0.07692307692307693
457,O14815,0.07142857142857142
458,O14817,0.06666666666666667
459,O14818,0.17647058823529413
460,O14827,0.0
461,O14828,0.0
462,O14829,0.08
463,O14830,0.05714285714285714
464,O14832,0.045454545454545456
465,O14836,0.0
466,O14842,0.041666666666666664
467,O14843,0.04
468,O14862,0.04878048780487805
469,O14863,0.043478260869565216
470,O14867,0.3333333333333333
471,O14874,0.08695652173913043
472,O14879,0.11764705882352941
473,O14880,0.19047619047619047
474,O14893,0.08695652173913043
475,O14894,0.15384615384615385
476,O14896,0.08823529411764706
477,O14901,0.16
478,O14904,0.0
479,O14905,0.0
480,O14907,0.09090909090909091
481,O14908,0.08108108108108109
482,O14910,0.0
483,O14917,0.0
484,O14920,0.14705882352941177
485,O14924,0.08333333333333333
486,O14925,0.11764705882352941
487,O14926,0.045454545454545456
488,O14929,0.05128205128205128
489,O14931,0.0
490,O14933,0.15
491,O14936,0.04918032786885246
492,O14939,0.045454545454545456
493,O14944,0.0
494,O14948,0.14285714285714285
495,O14949,0.2777777777777778
496,O14950,0.09523809523809523
497,O14958,0.027777777777777776
498,O14960,0.14285714285714285
499,O14964,0.023255813953488372
500,O14965,0.054945054945054944
501,O14966,0.08
502,O14967,0.05
503,O14972,0.07692307692307693
504,O14974,0.08333333333333333
505,O14975,0.09090909090909091
506,O14976,0.03508771929824561
507,O14977,0.2
508,O14978,0.5333333333333333
509,O14979,0.09523809523809523
510,O14980,0.11764705882352941
511,O14981,0.10526315789473684
512,O14983,0.06666666666666667
513,O14986,0.1
514,O14994,0.05263157894736842
515,O15013,0.047619047619047616
516,O15014,0.1875
517,O15015,0.25
518,O15018,0.1111111111111111
519,O15020,0.02564102564102564
520,O15021,0.12121212121212122
521,O15027,0.0
522,O15031,0.0
523,O15033,0.05
524,O15040,0.08333333333333333
525,O15041,0.0
526,O15042,0.07142857142857142
527,O15047,0.12
528,O15049,0.0
529,O15054,0.1
530,O15055,0.075
531,O15056,0.07142857142857142
532,O15060,0.0625
533,O15061,0.0
534,O15062,0.2857142857142857
535,O15066,0.06666666666666667
536,O15067,0.19047619047619047
537,O15068,0.10526315789473684
538,O15072,0.0
539,O15075,0.08333333333333333
540,O15078,0.05405405405405406
541,O15079,0.05263157894736842
542,O15083,0.0
543,O15084,0.0
544,O15085,0.041666666666666664
545,O15091,0.11764705882352941
546,O15105,0.08196721311475409
547,O15111,0.0425531914893617
548,O15116,0.1111111111111111
549,O15117,0.045454545454545456
550,O15118,0.03571428571428571
551,O15119,0.07142857142857142
552,O15120,0.045454545454545456
553,O15121,0.2
554,O15123,0.02631578947368421
555,O15126,0.041666666666666664
556,O15127,0.058823529411764705
557,O15130,0.045454545454545456
558,O15131,0.125
559,O15143,0.09523809523809523
560,O15144,0.03125
561,O15145,0.037037037037037035
562,O15146,0.022727272727272728
563,O15151,0.06666666666666667
564,O15155,0.047619047619047616
565,O15156,0.11764705882352941
566,O15160,0.15
567,O15162,0.058823529411764705
568,O15164,0.024390243902439025
569,O15165,0.0
570,O15169,0.046875
571,O15173,0.047619047619047616
572,O15178,0.03333333333333333
573,O15182,0.038461538461538464
574,O15194,0.2
575,O15195,0.058823529411764705
576,O15197,0.1111111111111111
577,O15198,0.17857142857142858
578,O15204,0.0
579,O15205,0.07692307692307693
580,O15209,0.38461538461538464
581,O15211,0.0
582,O15212,0.1
583,O15213,0.0
584,O15217,0.06666666666666667
585,O15226,0.11764705882352941
586,O15228,0.037037037037037035
587,O15229,0.07142857142857142
588,O15230,0.021739130434782608
589,O15231,0.07692307692307693
590,O15232,0.0
591,O15234,0.03333333333333333
592,O15239,0.058823529411764705
593,O15240,0.0
594,O15243,0.0
595,O15244,0.03225806451612903
596,O15245,0.03508771929824561
597,O15247,0.13636363636363635
598,O15254,0.05555555555555555
599,O15258,0.10526315789473684
600,O15259,0.034482758620689655
601,O15260,0.13793103448275862
602,O15263,0.0
603,O15264,0.2
604,O15265,0.08333333333333333
605,O15266,0.05
606,O15269,0.0
607,O15270,0.0
608,O15273,0.0
609,O15287,0.0
610,O15294,0.05
611,O15296,0.06976744186046512
612,O15297,0.05405405405405406
613,O15303,0.034482758620689655
614,O15304,0.21052631578947367
615,O15305,0.09523809523809523
616,O15315,0.11538461538461539
617,O15318,0.14285714285714285
618,O15327,0.05555555555555555
619,O15342,0.0
620,O15344,0.03333333333333333
621,O15347,0.15789473684210525
622,O15350,0.08163265306122448
623,O15353,0.1111111111111111
624,O15354,0.05555555555555555
625,O15355,0.11538461538461539
626,O15357,0.022727272727272728
627,O15360,0.08333333333333333
628,O15370,0.2857142857142857
629,O15371,0.08
630,O15372,0.08695652173913043
631,O15374,0.14285714285714285
632,O15379,0.04411764705882353
633,O15381,0.13043478260869565
634,O15382,0.043478260869565216
635,O15389,0.0
636,O15391,0.21052631578947367
637,O15392,0.06779661016949153
638,O15393,0.05
639,O15394,0.05555555555555555
640,O15397,0.06666666666666667
641,O15399,0.0
642,O15400,0.0
643,O15405,0.15
644,O15409,0.04
645,O15427,0.09090909090909091
646,O15431,0.0
647,O15432,0.05555555555555555
648,O15438,0.06451612903225806
649,O15439,0.06666666666666667
650,O15440,0.10526315789473684
651,O15444,0.0
652,O15446,0.0
653,O15455,0.013888888888888888
654,O15457,0.19047619047619047
655,O15460,0.05555555555555555
656,O15466,0.0
657,O15467,0.0
658,O15479,0.09090909090909091
659,O15481,0.18181818181818182
660,O15484,0.058823529411764705
661,O15488,0.21428571428571427
662,O15492,0.05
663,O15496,0.0
664,O15498,0.1
665,O15499,0.25
666,O15503,0.0
667,O15504,0.047619047619047616
668,O15511,0.12
669,O15514,0.11764705882352941
670,O15516,0.030303030303030304
671,O15519,0.018867924528301886
672,O15520,0.016260162601626018
673,O15522,0.16
674,O15523,0.375
675,O15524,0.06060606060606061
676,O15525,0.04
677,O15527,0.09090909090909091
678,O15528,0.05714285714285714
679,O15529,0.08333333333333333
680,O15530,0.13432835820895522
681,O15533,0.0
682,O15534,0.17142857142857143
683,O15535,0.14285714285714285
684,O15537,0.0
685,O15540,0.125
686,O15541,0.1
687,O15547,0.10714285714285714
688,O15550,0.047619047619047616
689,O15551,0.021739130434782608
690,O15552,0.03225806451612903
691,O15553,0.075
692,O15554,0.05263157894736842
693,O42043,0.0
694,O43143,0.06666666666666667
695,O43147,0.06666666666666667
696,O43148,0.1111111111111111
697,O43149,0.07142857142857142
698,O43150,0.07142857142857142
699,O43151,0.2
700,O43155,0.03333333333333333
701,O43156,0.125
702,O43157,0.0
703,O43159,0.0
704,O43164,0.030303030303030304
705,O43166,0.041666666666666664
706,O43167,0.14285714285714285
707,O43169,0.05
708,O43172,0.041666666666666664
709,O43173,0.0
710,O43174,0.03571428571428571
711,O43175,0.03571428571428571
712,O43181,0.1
713,O43182,0.038461538461538464
714,O43184,0.05
715,O43186,0.1111111111111111
716,O43187,0.13333333333333333
717,O43189,0.09090909090909091
718,O43193,0.07142857142857142
719,O43194,0.07692307692307693
720,O43196,0.13333333333333333
721,O43236,0.075
722,O43237,0.13636363636363635
723,O43240,0.0
724,O43242,0.08695652173913043
725,O43248,0.17391304347826086
726,O43251,0.13636363636363635
727,O43252,0.17647058823529413
728,O43255,0.0625
729,O43257,0.08333333333333333
730,O43264,0.09090909090909091
731,O43272,0.15
732,O43278,0.08333333333333333
733,O43280,0.0
734,O43281,0.058823529411764705
735,O43283,0.12903225806451613
736,O43286,0.0
737,O43290,0.13043478260869565
738,O43291,0.08333333333333333
739,O43292,0.3333333333333333
740,O43293,0.09230769230769231
741,O43294,0.0
742,O43295,0.0625
743,O43296,0.25
744,O43298,0.125
745,O43299,0.07407407407407407
746,O43300,0.0
747,O43303,0.0
748,O43306,0.030303030303030304
749,O43307,0.0625
750,O43309,0.15384615384615385
751,O43310,0.0
752,O43312,0.03125
753,O43313,0.2
754,O43314,0.047619047619047616
755,O43315,0.03333333333333333
756,O43316,0.045454545454545456
757,O43318,0.07352941176470588
758,O43320,0.041666666666666664
759,O43323,0.0
760,O43324,0.15
761,O43353,0.061855670103092786
762,O43364,0.09090909090909091
763,O43365,0.06896551724137931
764,O43374,0.11764705882352941
765,O43379,0.043478260869565216
766,O43390,0.1111111111111111
767,O43395,0.08695652173913043
768,O43396,0.23076923076923078
769,O43399,0.06666666666666667
770,O43402,0.058823529411764705
771,O43405,0.0
772,O43422,0.06666666666666667
773,O43424,0.0
774,O43426,0.025
775,O43427,0.058823529411764705
776,O43432,0.0
777,O43435,0.025974025974025976
778,O43439,0.05
779,O43447,0.08
780,O43448,0.05555555555555555
781,O43451,0.043478260869565216
782,O43462,0.037037037037037035
783,O43463,0.046511627906976744
784,O43464,0.05172413793103448
785,O43474,0.07246376811594203
786,O43482,0.043478260869565216
787,O43488,0.14285714285714285
788,O43490,0.0625
789,O43491,0.08
790,O43493,0.05555555555555555
791,O43497,0.06060606060606061
792,O43502,0.125
793,O43504,0.034482758620689655
794,O43505,0.0
795,O43506,0.0
796,O43508,0.0
797,O43511,0.07142857142857142
798,O43513,0.04
799,O43516,0.043478260869565216
800,O43520,0.075
801,O43521,0.0
802,O43524,0.08695652173913043
803,O43525,0.0
804,O43526,0.043478260869565216
805,O43529,0.0
806,O43541,0.05084745762711865
807,O43542,0.16666666666666666
808,O43543,0.0625
809,O43548,0.14285714285714285
810,O43556,0.0
811,O43557,0.030303030303030304
812,O43559,0.0625
813,O43561,0.0
814,O43566,0.041666666666666664
815,O43567,0.12
816,O43570,0.0
817,O43572,0.0625
818,O43581,0.0196078431372549
819,O43583,0.06666666666666667
820,O43586,0.13636363636363635
821,O43592,0.17647058823529413
822,O43593,0.05263157894736842
823,O43597,0.019230769230769232
824,O43598,0.15789473684210525
825,O43602,0.045454545454545456
826,O43603,0.06896551724137931
827,O43609,0.0
828,O43610,0.0
829,O43612,0.02857142857142857
830,O43613,0.05
831,O43614,0.041666666666666664
832,O43615,0.17647058823529413
833,O43617,0.09523809523809523
834,O43623,0.015625
835,O43633,0.034482758620689655
836,O43639,0.05128205128205128
837,O43653,0.1111111111111111
838,O43660,0.1
839,O43663,0.0967741935483871
840,O43665,0.043478260869565216
841,O43670,0.10344827586206896
842,O43674,0.125
843,O43676,0.125
844,O43678,0.05555555555555555
845,O43679,0.07692307692307693
846,O43680,0.04
847,O43681,0.15
848,O43683,0.041666666666666664
849,O43684,0.05
850,O43687,0.0
851,O43688,0.13043478260869565
852,O43699,0.058823529411764705
853,O43704,0.09523809523809523
854,O43707,0.03773584905660377
855,O43708,0.1
856,O43709,0.23529411764705882
857,O43711,0.043478260869565216
858,O43715,0.11538461538461539
859,O43716,0.13333333333333333
860,O43719,0.045454545454545456
861,O43731,0.16666666666666666
862,O43734,0.0425531914893617
863,O43739,0.045454545454545456
864,O43741,0.17647058823529413
865,O43745,0.14285714285714285
866,O43747,0.046511627906976744
867,O43749,0.07692307692307693
868,O43752,0.05714285714285714
869,O43759,0.0
870,O43760,0.0625
871,O43761,0.0
872,O43763,0.21052631578947367
873,O43765,0.13043478260869565
874,O43766,0.1111111111111111
875,O43768,0.09090909090909091
876,O43772,0.17647058823529413
877,O43776,0.15789473684210525
878,O43781,0.1935483870967742
879,O43790,0.06666666666666667
880,O43791,0.10526315789473684
881,O43795,0.058823529411764705
882,O43805,0.10714285714285714
883,O43808,0.07407407407407407
884,O43809,0.058823529411764705
885,O43813,0.1
886,O43815,0.034482758620689655
887,O43818,0.1875
888,O43819,0.045454545454545456
889,O43820,0.030303030303030304
890,O43822,0.2
891,O43823,0.06451612903225806
892,O43825,0.0
893,O43826,0.1111111111111111
894,O43827,0.0
895,O43829,0.034482758620689655
896,O43837,0.17647058823529413
897,O43847,0.09523809523809523
898,O43852,0.0
899,O43854,0.0
900,O43861,0.10526315789473684
901,O43865,0.06896551724137931
902,O43866,0.047619047619047616
903,O43868,0.05714285714285714
904,O43889,0.16326530612244897
905,O43895,0.05555555555555555
906,O43896,0.12
907,O43897,0.0
908,O43900,0.0
909,O43903,0.041666666666666664
910,O43909,0.07407407407407407
911,O43913,0.15
912,O43914,0.0
913,O43915,0.0
914,O43916,0.047619047619047616
915,O43918,0.1
916,O43920,0.05555555555555555
917,O43921,0.0
918,O43924,0.1111111111111111
919,O43927,0.0
920,O43929,0.2
921,O43930,0.11428571428571428
922,O43933,0.08333333333333333
923,O60216,0.06382978723404255
924,O60218,0.08
925,O60220,0.125
926,O60229,0.1111111111111111
927,O60231,0.23809523809523808
928,O60232,0.07142857142857142
929,O60235,0.0
930,O60237,0.09523809523809523
931,O60238,0.03225806451612903
932,O60239,0.1111111111111111
933,O60240,0.0
934,O60241,0.0
935,O60242,0.0
936,O60243,0.0
937,O60244,0.13636363636363635
938,O60248,0.2413793103448276
939,O60256,0.05555555555555555
940,O60258,0.043478260869565216
941,O60259,0.043478260869565216
942,O60260,0.041379310344827586
943,O60264,0.07692307692307693
944,O60266,0.1111111111111111
945,O60269,0.0
946,O60271,0.10714285714285714
947,O60281,0.14285714285714285
948,O60282,0.09090909090909091
949,O60284,0.1
950,O60285,0.23684210526315788
951,O60291,0.1
952,O60292,0.037037037037037035
953,O60293,0.14285714285714285
954,O60294,0.07142857142857142
955,O60296,0.043478260869565216
956,O60303,0.058823529411764705
957,O60304,0.36363636363636365
958,O60306,0.15789473684210525
959,O60307,0.05714285714285714
960,O60308,0.07142857142857142
961,O60312,0.18181818181818182
962,O60313,0.038461538461538464
963,O60315,0.15789473684210525
964,O60318,0.046511627906976744
965,O60331,0.09375
966,O60333,0.0625
967,O60336,0.058823529411764705
968,O60337,0.125
969,O60341,0.03076923076923077
970,O60343,0.0
971,O60346,0.0967741935483871
972,O60353,0.06060606060606061
973,O60356,0.0625
974,O60359,0.0
975,O60381,0.3333333333333333
976,O60383,0.05263157894736842
977,O60391,0.0
978,O60393,0.4166666666666667
979,O60423,0.19047619047619047
980,O60427,0.10714285714285714
981,O60437,0.041666666666666664
982,O60443,0.12
983,O60447,0.05555555555555555
984,O60449,0.0
985,O60462,0.04081632653061224
986,O60469,0.0
987,O60476,0.0
988,O60477,0.03225806451612903
989,O60478,0.10526315789473684
990,O60479,0.06060606060606061
991,O60481,0.0625
992,O60486,0.0
993,O60487,0.0
994,O60488,0.15625
995,O60493,0.05405405405405406
996,O60494,0.05405405405405406
997,O60496,0.125
998,O60499,0.037037037037037035
999,O60500,0.0
